,id_x,id_y,match
675,michelin_2566,tripadvisor_86613,False
676,michelin_2573,tripadvisor_61300,False
677,michelin_2580,tripadvisor_65184,False
678,michelin_2580,tripadvisor_65951,False
679,michelin_2581,tripadvisor_63344,False
680,michelin_2581,tripadvisor_90214,False
681,michelin_5638,tripadvisor_63344,False
682,michelin_5638,tripadvisor_90214,False
683,michelin_2598,tripadvisor_1017,False
684,michelin_2610,tripadvisor_64099,False
685,michelin_2614,tripadvisor_89324,False
686,michelin_2622,tripadvisor_67089,False
687,michelin_2708,tripadvisor_67089,False
688,michelin_2625,tripadvisor_71690,False
689,michelin_2631,tripadvisor_13587,False
690,michelin_2631,tripadvisor_27562,False
691,michelin_2631,tripadvisor_61449,False
692,michelin_2631,tripadvisor_73972,False
693,michelin_2636,tripadvisor_12114,False
694,michelin_2642,tripadvisor_61257,False
695,michelin_2642,tripadvisor_64987,False
696,michelin_2645,tripadvisor_23119,False
697,michelin_2658,tripadvisor_4196,False
698,michelin_2662,tripadvisor_46873,False
699,michelin_2662,tripadvisor_64812,False
700,michelin_5515,tripadvisor_46873,False
701,michelin_5515,tripadvisor_64812,False
702,michelin_2669,tripadvisor_8599,False
703,michelin_2670,tripadvisor_11433,False
704,michelin_2670,tripadvisor_53440,False
705,michelin_2686,tripadvisor_45149,False
706,michelin_2686,tripadvisor_61577,False
707,michelin_2686,tripadvisor_71949,False
708,michelin_2686,tripadvisor_89659,False
709,michelin_2693,tripadvisor_64548,False
710,michelin_2693,tripadvisor_73210,False
711,michelin_2701,tripadvisor_14149,False
712,michelin_2718,tripadvisor_23294,False
713,michelin_2718,tripadvisor_43648,False
714,michelin_2718,tripadvisor_63956,False
715,michelin_2718,tripadvisor_64944,False
716,michelin_2722,tripadvisor_3473,False
717,michelin_2742,tripadvisor_80803,False
718,michelin_2742,tripadvisor_81987,False
719,michelin_2749,tripadvisor_15869,False
720,michelin_2767,tripadvisor_71477,False
721,michelin_2772,tripadvisor_10702,False
722,michelin_2775,tripadvisor_28018,False
723,michelin_2775,tripadvisor_63725,False
724,michelin_2775,tripadvisor_89822,False
725,michelin_2792,tripadvisor_92015,False
726,michelin_2795,tripadvisor_8826,False
727,michelin_2795,tripadvisor_33678,False
728,michelin_2830,tripadvisor_25682,False
729,michelin_2881,tripadvisor_10680,False
730,michelin_2914,tripadvisor_6930,False
731,michelin_2914,tripadvisor_50357,False
732,michelin_2920,tripadvisor_86801,False
733,michelin_2972,tripadvisor_78879,False
734,michelin_3003,tripadvisor_63555,False
735,michelin_3003,tripadvisor_67308,False
736,michelin_3003,tripadvisor_84210,False
737,michelin_3055,tripadvisor_19201,False
738,michelin_3055,tripadvisor_51988,False
739,michelin_3055,tripadvisor_52478,False
740,michelin_3055,tripadvisor_70996,False
741,michelin_3055,tripadvisor_73108,False
742,michelin_3055,tripadvisor_76098,False
743,michelin_3062,tripadvisor_43649,False
744,michelin_3064,tripadvisor_23286,False
745,michelin_3104,tripadvisor_11898,False
746,michelin_3104,tripadvisor_53077,False
747,michelin_3104,tripadvisor_57115,False
748,michelin_3106,tripadvisor_71156,False
749,michelin_3123,tripadvisor_12557,False
750,michelin_3553,tripadvisor_12557,False
751,michelin_3995,tripadvisor_12557,False
752,michelin_4262,tripadvisor_12557,False
753,michelin_3131,tripadvisor_67527,False
754,michelin_3137,tripadvisor_33441,False
755,michelin_3143,tripadvisor_54072,False
756,michelin_3163,tripadvisor_46035,False
757,michelin_3221,tripadvisor_91745,False
758,michelin_3266,tripadvisor_96409,False
759,michelin_3362,tripadvisor_42396,False
760,michelin_3362,tripadvisor_86913,False
761,michelin_3370,tripadvisor_22517,False
762,michelin_3392,tripadvisor_72945,False
763,michelin_3397,tripadvisor_43977,False
764,michelin_3405,tripadvisor_17764,False
765,michelin_3428,tripadvisor_93132,False
766,michelin_3434,tripadvisor_18325,False
767,michelin_3434,tripadvisor_89221,False
768,michelin_3444,tripadvisor_20047,False
769,michelin_3444,tripadvisor_77081,False
770,michelin_3608,tripadvisor_20047,False
771,michelin_3608,tripadvisor_77081,False
772,michelin_3475,tripadvisor_21477,False
773,michelin_3475,tripadvisor_36923,False
774,michelin_3475,tripadvisor_45347,False
775,michelin_3475,tripadvisor_61685,False
776,michelin_3475,tripadvisor_81569,False
777,michelin_3475,tripadvisor_85438,False
778,michelin_4413,tripadvisor_21477,False
779,michelin_4413,tripadvisor_36923,False
780,michelin_4413,tripadvisor_45347,False
781,michelin_4413,tripadvisor_61685,False
782,michelin_4413,tripadvisor_81569,False
783,michelin_4413,tripadvisor_85438,False
784,michelin_4425,tripadvisor_21477,False
785,michelin_4425,tripadvisor_36923,False
786,michelin_4425,tripadvisor_45347,False
787,michelin_4425,tripadvisor_61685,False
788,michelin_4425,tripadvisor_81569,False
789,michelin_4425,tripadvisor_85438,False
790,michelin_3476,tripadvisor_32513,False
791,michelin_3487,tripadvisor_85993,False
792,michelin_3517,tripadvisor_791,False
793,michelin_3517,tripadvisor_67056,False
794,michelin_3520,tripadvisor_18439,False
795,michelin_3548,tripadvisor_79907,False
796,michelin_3548,tripadvisor_81886,False
797,michelin_3558,tripadvisor_78302,False
798,michelin_3563,tripadvisor_17806,False
799,michelin_3581,tripadvisor_50428,False
800,michelin_3581,tripadvisor_70419,False
801,michelin_3581,tripadvisor_73460,False
802,michelin_3587,tripadvisor_17741,False
803,michelin_3599,tripadvisor_79798,False
804,michelin_3599,tripadvisor_82302,False
805,michelin_3607,tripadvisor_79911,False
806,michelin_3611,tripadvisor_50829,False
807,michelin_3611,tripadvisor_51040,False
808,michelin_3611,tripadvisor_75193,False
809,michelin_3625,tripadvisor_17956,False
810,michelin_3629,tripadvisor_17956,False
811,michelin_3628,tripadvisor_18018,False
812,michelin_3631,tripadvisor_72642,False
813,michelin_3633,tripadvisor_71399,False
814,michelin_3634,tripadvisor_17757,False
815,michelin_3635,tripadvisor_17642,False
816,michelin_3637,tripadvisor_17670,False
817,michelin_3644,tripadvisor_18983,False
818,michelin_3652,tripadvisor_12823,False
819,michelin_3652,tripadvisor_18501,False
820,michelin_3658,tripadvisor_41140,False
821,michelin_3668,tripadvisor_17674,False
822,michelin_3672,tripadvisor_42897,False
823,michelin_3673,tripadvisor_17814,False
824,michelin_3684,tripadvisor_18399,False
825,michelin_3684,tripadvisor_63027,False
826,michelin_3684,tripadvisor_65068,False
827,michelin_3723,tripadvisor_10672,False
828,michelin_3733,tripadvisor_53033,False
829,michelin_3736,tripadvisor_16704,False
830,michelin_3744,tripadvisor_20963,False
831,michelin_3744,tripadvisor_38682,False
832,michelin_3744,tripadvisor_66147,False
833,michelin_3744,tripadvisor_94665,False
834,michelin_3756,tripadvisor_84017,False
835,michelin_3769,tripadvisor_6637,False
836,michelin_3780,tripadvisor_37077,False
837,michelin_3823,tripadvisor_73155,False
838,michelin_3823,tripadvisor_92605,False
839,michelin_3831,tripadvisor_77349,False
840,michelin_3904,tripadvisor_70001,False
841,michelin_3904,tripadvisor_77349,False
842,michelin_3925,tripadvisor_70001,False
843,michelin_3925,tripadvisor_77349,False
844,michelin_3836,tripadvisor_3369,False
845,michelin_3836,tripadvisor_15194,False
846,michelin_3836,tripadvisor_73060,False
847,michelin_3836,tripadvisor_93879,False
848,michelin_3839,tripadvisor_20489,False
849,michelin_3839,tripadvisor_33968,False
850,michelin_3840,tripadvisor_11794,False
851,michelin_3840,tripadvisor_79135,False
852,michelin_3840,tripadvisor_84749,False
853,michelin_4684,tripadvisor_11794,False
854,michelin_4684,tripadvisor_70433,False
855,michelin_4684,tripadvisor_75168,False
856,michelin_4684,tripadvisor_79135,False
857,michelin_4684,tripadvisor_84749,False
858,michelin_3846,tripadvisor_5865,False
859,michelin_3846,tripadvisor_18415,False
860,michelin_3846,tripadvisor_76913,False
861,michelin_3846,tripadvisor_79056,False
862,michelin_3846,tripadvisor_81618,False
863,michelin_3848,tripadvisor_78101,False
864,michelin_4245,tripadvisor_78101,False
865,michelin_3858,tripadvisor_61511,False
866,michelin_5660,tripadvisor_61511,False
867,michelin_3869,tripadvisor_74025,False
868,michelin_3872,tripadvisor_84253,False
869,michelin_3874,tripadvisor_9195,False
870,michelin_3874,tripadvisor_72816,False
871,michelin_3874,tripadvisor_79475,False
872,michelin_3874,tripadvisor_82056,False
873,michelin_3874,tripadvisor_87458,False
874,michelin_3916,tripadvisor_9195,False
875,michelin_3916,tripadvisor_72816,False
876,michelin_3916,tripadvisor_79475,False
877,michelin_3916,tripadvisor_82056,False
878,michelin_3916,tripadvisor_87458,False
879,michelin_3898,tripadvisor_47659,False
880,michelin_3924,tripadvisor_80424,False
881,michelin_3927,tripadvisor_44486,False
882,michelin_3937,tripadvisor_73684,False
883,michelin_3941,tripadvisor_71701,False
884,michelin_3950,tripadvisor_75614,False
885,michelin_3988,tripadvisor_75829,False
886,michelin_3996,tripadvisor_44647,False
887,michelin_3996,tripadvisor_48414,False
888,michelin_3996,tripadvisor_92045,False
889,michelin_4014,tripadvisor_97096,False
890,michelin_4017,tripadvisor_80522,False
891,michelin_4018,tripadvisor_71233,False
892,michelin_4022,tripadvisor_18954,False
893,michelin_4022,tripadvisor_52648,False
894,michelin_4028,tripadvisor_72888,False
895,michelin_4028,tripadvisor_82640,False
896,michelin_4028,tripadvisor_92120,False
897,michelin_4043,tripadvisor_78706,False
898,michelin_4045,tripadvisor_81592,False
899,michelin_4050,tripadvisor_70818,False
900,michelin_4060,tripadvisor_52736,False
901,michelin_4060,tripadvisor_78361,False
902,michelin_4060,tripadvisor_79097,False
903,michelin_4060,tripadvisor_81754,False
904,michelin_4062,tripadvisor_51513,False
905,michelin_4085,tripadvisor_77974,False
906,michelin_4086,tripadvisor_65702,False
907,michelin_4086,tripadvisor_79638,False
908,michelin_4090,tripadvisor_36924,False
909,michelin_4090,tripadvisor_73004,False
910,michelin_4122,tripadvisor_81325,False
911,michelin_4129,tripadvisor_70095,False
912,michelin_4141,tripadvisor_51447,False
913,michelin_4146,tripadvisor_18319,False
914,michelin_4146,tripadvisor_50837,False
915,michelin_4146,tripadvisor_51961,False
916,michelin_4146,tripadvisor_75000,False
917,michelin_4146,tripadvisor_76081,False
918,michelin_4146,tripadvisor_76767,False
919,michelin_4146,tripadvisor_82106,False
920,michelin_4163,tripadvisor_50799,False
921,michelin_4163,tripadvisor_76403,False
922,michelin_4219,tripadvisor_71542,False
923,michelin_4223,tripadvisor_42837,False
924,michelin_4223,tripadvisor_68273,False
925,michelin_4235,tripadvisor_20050,False
926,michelin_4235,tripadvisor_74865,False
927,michelin_4241,tripadvisor_71205,False
928,michelin_4249,tripadvisor_84827,False
929,michelin_4249,tripadvisor_99045,False
930,michelin_4263,tripadvisor_83922,False
931,michelin_4290,tripadvisor_14977,False
932,michelin_4346,tripadvisor_14977,False
933,michelin_4304,tripadvisor_16420,False
934,michelin_4332,tripadvisor_548,False
935,michelin_4332,tripadvisor_7271,False
936,michelin_4347,tripadvisor_97063,False
937,michelin_4349,tripadvisor_97063,False
938,michelin_4350,tripadvisor_97063,False
939,michelin_4355,tripadvisor_23769,False
940,michelin_4356,tripadvisor_15043,False
941,michelin_4364,tripadvisor_493,False
942,michelin_4364,tripadvisor_70678,False
943,michelin_4364,tripadvisor_70931,False
944,michelin_4364,tripadvisor_72522,False
945,michelin_4364,tripadvisor_75583,False
946,michelin_4385,tripadvisor_15186,False
947,michelin_4411,tripadvisor_66237,False
948,michelin_4455,tripadvisor_12625,False
949,michelin_4455,tripadvisor_66237,False
950,michelin_4536,tripadvisor_12625,False
951,michelin_4536,tripadvisor_66237,False
952,michelin_4434,tripadvisor_27700,False
953,michelin_4447,tripadvisor_29269,False
954,michelin_4449,tripadvisor_29589,False
955,michelin_4454,tripadvisor_69234,False
956,michelin_4492,tripadvisor_98371,False
957,michelin_4558,tripadvisor_27098,False
958,michelin_4558,tripadvisor_41353,False
959,michelin_4558,tripadvisor_42740,False
960,michelin_4558,tripadvisor_44266,False
961,michelin_4558,tripadvisor_44451,False
962,michelin_4558,tripadvisor_44797,False
963,michelin_4558,tripadvisor_45748,False
964,michelin_4558,tripadvisor_46463,False
965,michelin_4558,tripadvisor_46802,False
966,michelin_4558,tripadvisor_48148,False
967,michelin_4564,tripadvisor_58676,False
968,michelin_4576,tripadvisor_37751,False
969,michelin_4576,tripadvisor_41103,False
970,michelin_4624,tripadvisor_12429,False
971,michelin_4626,tripadvisor_11744,False
972,michelin_4630,tripadvisor_65827,False
973,michelin_4645,tripadvisor_30058,False
974,michelin_4645,tripadvisor_91852,False
975,michelin_4663,tripadvisor_40846,False
976,michelin_4663,tripadvisor_46611,False
977,michelin_4665,tripadvisor_40613,False
978,michelin_4704,tripadvisor_13345,False
979,michelin_4739,tripadvisor_44719,False
980,michelin_4739,tripadvisor_48468,False
981,michelin_4761,tripadvisor_60735,False
982,michelin_4924,tripadvisor_68817,False
983,michelin_4930,tripadvisor_32427,False
984,michelin_4935,tripadvisor_36466,False
985,michelin_4937,tripadvisor_9707,False
986,michelin_4960,tripadvisor_53121,False
987,michelin_4972,tripadvisor_20158,False
988,michelin_4972,tripadvisor_93067,False
989,michelin_4982,tripadvisor_4010,False
990,michelin_4983,tripadvisor_6315,False
991,michelin_4983,tripadvisor_39218,False
992,michelin_4983,tripadvisor_57548,False
993,michelin_4987,tripadvisor_53168,False
994,michelin_4987,tripadvisor_59576,False
995,michelin_4996,tripadvisor_53725,False
996,michelin_5025,tripadvisor_19476,False
997,michelin_5025,tripadvisor_56438,False
