"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieDateComparator2Years record1Value","[0] MovieDateComparator2Years record2Value","[0] MovieDateComparator2Years record1PreprocessedValue","[0] MovieDateComparator2Years record2PreprocessedValue","[0] MovieDateComparator2Years similarity","[0] MovieDateComparator2Years postproccesedSimilarity","[1] MovieTitleComparatorJaccard record1Value","[1] MovieTitleComparatorJaccard record2Value","[1] MovieTitleComparatorJaccard record1PreprocessedValue","[1] MovieTitleComparatorJaccard record2PreprocessedValue","[1] MovieTitleComparatorJaccard similarity","[1] MovieTitleComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","academy_awards_4299","actors_67","0.0",,"1936-01-01T00:00","1994-01-01T00:00","1936-01-01T00:00","1994-01-01T00:00","0.0","0.0","Dummy Ache","The Piano","Dummy Ache","The Piano","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2196","actors_134","0.0",,"1969-01-01T00:00","1987-01-01T00:00","1969-01-01T00:00","1987-01-01T00:00","0.0","0.0","Cactus Flower","The Color of Money","Cactus Flower","The Color of Money","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1380","actors_13","0.0",,"1986-01-01T00:00","1941-01-01T00:00","1986-01-01T00:00","1941-01-01T00:00","0.0","0.0","Steven Spielberg","Kitty Foyle","Steven Spielberg","Kitty Foyle","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2043","actors_110","0.0",,"1972-01-01T00:00","1960-01-01T00:00","1972-01-01T00:00","1960-01-01T00:00","0.0","0.0","The Emigrants","Ben-Hur","The Emigrants","Ben-Hur","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2043","actors_111","0.0",,"1972-01-01T00:00","1961-01-01T00:00","1972-01-01T00:00","1961-01-01T00:00","0.0","0.0","The Emigrants","Elmer Gantry","The Emigrants","Elmer Gantry","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3084","actors_8","0.0",,"1953-01-01T00:00","1936-01-01T00:00","1953-01-01T00:00","1936-01-01T00:00","0.0","0.0","A Queen Is Crowned","Dangerous","A Queen Is Crowned","Dangerous","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4025","actors_72","0.0",,"1940-01-01T00:00","1999-01-01T00:00","1940-01-01T00:00","1999-01-01T00:00","0.0","0.0","Arizona","Shakespeare in Love","Arizona","Shakespeare in Love","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3353","actors_145","0.0",,"1949-01-01T00:00","1999-01-01T00:00","1949-01-01T00:00","1999-01-01T00:00","0.0","0.0","Once More, My Darling","Life is Beautiful","Once More, My Darling","Life is Beautiful","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2574","actors_96","0.0",,"1962-01-01T00:00","1946-01-01T00:00","1962-01-01T00:00","1946-01-01T00:00","0.0","0.0","Period of Adjustment","The Lost Weekend","Period of Adjustment","The Lost Weekend","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4003","actors_50","0.0",,"1941-01-01T00:00","1977-01-01T00:00","1941-01-01T00:00","1977-01-01T00:00","0.0","0.0","Meet John Doe","Network","Meet John Doe","Network","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_576","actors_1","0.0",,"2000-01-01T00:00","1929-01-01T00:00","2000-01-01T00:00","1929-01-01T00:00","0.0","0.0","Scottsboro: An American Tragedy","7th Heaven","Scottsboro: An American Tragedy","7th Heaven","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2075","actors_143","0.0",,"1972-01-01T00:00","1997-01-01T00:00","1972-01-01T00:00","1997-01-01T00:00","0.0","0.0","A Christmas Carol","Shine","A Christmas Carol","Shine","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2684","actors_78","0.0",,"1960-01-01T00:00","2005-01-01T00:00","1960-01-01T00:00","2005-01-01T00:00","0.0","0.0","The Sundowners","Million Dollar Baby","The Sundowners","Million Dollar Baby","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3730","actors_87","0.0",,"1943-01-01T00:00","1937-01-01T00:00","1943-01-01T00:00","1937-01-01T00:00","0.0","0.0","Corvette K-225","The Story of Louis Pasteur","Corvette K-225","The Story of Louis Pasteur","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2307","actors_63","0.0",,"1967-01-01T00:00","1990-01-01T00:00","1967-01-01T00:00","1990-01-01T00:00","0.0","0.0","See You at the Pillar","Driving Miss Daisy","See You at the Pillar","Driving Miss Daisy","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2307","actors_62","0.11666666666666665",,"1967-01-01T00:00","1989-01-01T00:00","1967-01-01T00:00","1989-01-01T00:00","0.0","0.0","See You at the Pillar","The Accused","See You at the Pillar","The Accused","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","academy_awards_110","actors_79","0.09999999999999999",,"2009-01-01T00:00","1929-01-01T00:00","2009-01-01T00:00","1929-01-01T00:00","0.0","0.0","The Door","The Way of All Flesh & The Las","The Door","The Way of All Flesh & The Las","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_2568","actors_66","0.0",,"1962-01-01T00:00","1993-01-01T00:00","1962-01-01T00:00","1993-01-01T00:00","0.0","0.0","What Ever Happened to Baby Jane?","Howards End","What Ever Happened to Baby Jane?","Howards End","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3225","actors_145","0.0",,"1951-01-01T00:00","1999-01-01T00:00","1951-01-01T00:00","1999-01-01T00:00","0.0","0.0","Rich, Young and Pretty","Life is Beautiful","Rich, Young and Pretty","Life is Beautiful","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3473","actors_137","0.0",,"1947-01-01T00:00","1990-01-01T00:00","1947-01-01T00:00","1990-01-01T00:00","0.0","0.0","A Cage of Nightingales","My Left Foot","A Cage of Nightingales","My Left Foot","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4264","actors_55","0.0",,"1936-01-01T00:00","1982-01-01T00:00","1936-01-01T00:00","1982-01-01T00:00","0.0","0.0","Come and Get It","On Golden Pond","Come and Get It","On Golden Pond","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3707","actors_71","0.0",,"1944-01-01T00:00","1998-01-01T00:00","1944-01-01T00:00","1998-01-01T00:00","0.0","0.0","Darryl F. Zanuck","As Good As It Gets","Darryl F. Zanuck","As Good As It Gets","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3333","actors_125","0.0",,"1949-01-01T00:00","1975-01-01T00:00","1949-01-01T00:00","1975-01-01T00:00","0.0","0.0","Look for the Silver Lining","Harry and Tonto","Look for the Silver Lining","Harry and Tonto","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1284","actors_69","0.0",,"1987-01-01T00:00","1996-01-01T00:00","1987-01-01T00:00","1996-01-01T00:00","0.0","0.0","Throw Momma from the Train","Dead Man Walking","Throw Momma from the Train","Dead Man Walking","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_836","actors_140","0.0",,"1996-01-01T00:00","1994-01-01T00:00","1996-01-01T00:00","1994-01-01T00:00","0.0","0.0","Eraser","Philadelphia","Eraser","Philadelphia","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1284","actors_68","0.0",,"1987-01-01T00:00","1995-01-01T00:00","1987-01-01T00:00","1995-01-01T00:00","0.0","0.0","Throw Momma from the Train","Blue Sky","Throw Momma from the Train","Blue Sky","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_836","actors_141","0.15",,"1996-01-01T00:00","1995-01-01T00:00","1996-01-01T00:00","1995-01-01T00:00","0.5","0.5","Eraser","Forest Gump","Eraser","Forest Gump","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4148","actors_43","0.0875",,"1938-01-01T00:00","1970-01-01T00:00","1938-01-01T00:00","1970-01-01T00:00","0.0","0.0","Of Human Hearts","The Prime of Miss Jean Brodie","Of Human Hearts","The Prime of Miss Jean Brodie","0.125","0.125"
"LinearCombinationMatchingRule","academy_awards_1107","actors_31","0.0",,"1991-01-01T00:00","1959-01-01T00:00","1991-01-01T00:00","1959-01-01T00:00","0.0","0.0","Last Breeze of Summer","I Want to Live!","Last Breeze of Summer","I Want to Live!","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_487","actors_32","0.0",,"2002-01-01T00:00","1960-01-01T00:00","2002-01-01T00:00","1960-01-01T00:00","0.0","0.0","Mike's New Car","Room at the Top","Mike's New Car","Room at the Top","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2423","actors_75","0.0",,"1965-01-01T00:00","2002-01-01T00:00","1965-01-01T00:00","2002-01-01T00:00","0.0","0.0","Marriage Italian Style","Monsters Ball","Marriage Italian Style","Monsters Ball","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2298","actors_105","0.13999999999999999",,"1967-01-01T00:00","1955-01-01T00:00","1967-01-01T00:00","1955-01-01T00:00","0.0","0.0","The Happiest Millionaire","On The Waterfront","The Happiest Millionaire","On The Waterfront","0.2","0.2"
"LinearCombinationMatchingRule","academy_awards_2298","actors_104","0.0",,"1967-01-01T00:00","1954-01-01T00:00","1967-01-01T00:00","1954-01-01T00:00","0.0","0.0","The Happiest Millionaire","Stalag 17","The Happiest Millionaire","Stalag 17","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3081","actors_4","0.0",,"1953-01-01T00:00","1932-01-01T00:00","1953-01-01T00:00","1932-01-01T00:00","0.0","0.0","How to Marry a Millionaire","Min and Bill","How to Marry a Millionaire","Min and Bill","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_487","actors_33","0.0",,"2002-01-01T00:00","1961-01-01T00:00","2002-01-01T00:00","1961-01-01T00:00","0.0","0.0","Mike's New Car","Butterfield 8","Mike's New Car","Butterfield 8","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_964","actors_140","0.15",,"1993-01-01T00:00","1994-01-01T00:00","1993-01-01T00:00","1994-01-01T00:00","0.5","0.5","What's Eating Gilbert Grape","Philadelphia","What's Eating Gilbert Grape","Philadelphia","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_246","actors_70","0.0",,"2006-01-01T00:00","1997-01-01T00:00","2006-01-01T00:00","1997-01-01T00:00","0.0","0.0","Pan's Labyrinth","Fargo","Pan's Labyrinth","Fargo","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_964","actors_141","0.0",,"1993-01-01T00:00","1995-01-01T00:00","1993-01-01T00:00","1995-01-01T00:00","0.0","0.0","What's Eating Gilbert Grape","Forest Gump","What's Eating Gilbert Grape","Forest Gump","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_246","actors_71","0.0",,"2006-01-01T00:00","1998-01-01T00:00","2006-01-01T00:00","1998-01-01T00:00","0.0","0.0","Pan's Labyrinth","As Good As It Gets","Pan's Labyrinth","As Good As It Gets","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_596","actors_13","0.0",,"2000-01-01T00:00","1941-01-01T00:00","2000-01-01T00:00","1941-01-01T00:00","0.0","0.0","One Day Crossing","Kitty Foyle","One Day Crossing","Kitty Foyle","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_934","actors_102","0.11666666666666665",,"1994-01-01T00:00","1952-01-01T00:00","1994-01-01T00:00","1952-01-01T00:00","0.0","0.0","Burnt by the Sun","The African Queen","Burnt by the Sun","The African Queen","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","academy_awards_2682","actors_76","0.2333333333333333",,"1960-01-01T00:00","2003-01-01T00:00","1960-01-01T00:00","2003-01-01T00:00","0.0","0.0","The Alamo","The Hours","The Alamo","The Hours","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","academy_awards_596","actors_12","0.0",,"2000-01-01T00:00","1940-01-01T00:00","2000-01-01T00:00","1940-01-01T00:00","0.0","0.0","One Day Crossing","Gone With the Wind","One Day Crossing","Gone With the Wind","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4005","actors_52","0.0",,"1941-01-01T00:00","1979-01-01T00:00","1941-01-01T00:00","1979-01-01T00:00","0.0","0.0","Walt Disney","Coming Home","Walt Disney","Coming Home","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1016","actors_32","0.0",,"1992-01-01T00:00","1960-01-01T00:00","1992-01-01T00:00","1960-01-01T00:00","0.0","0.0","Glengarry Glen Ross","Room at the Top","Glengarry Glen Ross","Room at the Top","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4005","actors_53","0.0",,"1941-01-01T00:00","1980-01-01T00:00","1941-01-01T00:00","1980-01-01T00:00","0.0","0.0","Walt Disney","Norma Rae","Walt Disney","Norma Rae","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3205","actors_125","0.0",,"1951-01-01T00:00","1975-01-01T00:00","1951-01-01T00:00","1975-01-01T00:00","0.0","0.0","Strangers on a Train","Harry and Tonto","Strangers on a Train","Harry and Tonto","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4146","actors_41","0.0",,"1938-01-01T00:00","1969-01-01T00:00","1938-01-01T00:00","1969-01-01T00:00","0.0","0.0","Jezebel","Funny Girl","Jezebel","Funny Girl","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2309","actors_65","0.0",,"1967-01-01T00:00","1992-01-01T00:00","1967-01-01T00:00","1992-01-01T00:00","0.0","0.0","Beach Red","The Silence of the Lambs","Beach Red","The Silence of the Lambs","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2309","actors_64","0.0",,"1967-01-01T00:00","1991-01-01T00:00","1967-01-01T00:00","1991-01-01T00:00","0.0","0.0","Beach Red","Misery","Beach Red","Misery","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1279","actors_72","0.0",,"1987-01-01T00:00","1999-01-01T00:00","1987-01-01T00:00","1999-01-01T00:00","0.0","0.0","Moonstruck","Shakespeare in Love","Moonstruck","Shakespeare in Love","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3939","actors_11","0.0",,"1941-01-01T00:00","1939-01-01T00:00","1941-01-01T00:00","1939-01-01T00:00","0.0","0.0","To The British Ministry of Information for its vivid and dramatic presentation of the heroism of the RAF in the documentary film, Target for Tonight.","Jezebel","To The British Ministry of Information for its vivid and dramatic presentation of the heroism of the RAF in the documentary film, Target for Tonight.","Jezebel","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4103","actors_9","0.0",,"1939-01-01T00:00","1937-01-01T00:00","1939-01-01T00:00","1937-01-01T00:00","0.0","0.0","Of Mice and Men","The Great Zeigfeld","Of Mice and Men","The Great Zeigfeld","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2421","actors_73","0.0",,"1965-01-01T00:00","2000-01-01T00:00","1965-01-01T00:00","2000-01-01T00:00","0.0","0.0","Dear John","Boys Don't Cry","Dear John","Boys Don't Cry","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2773","actors_29","0.0",,"1959-01-01T00:00","1957-01-01T00:00","1959-01-01T00:00","1957-01-01T00:00","0.0","0.0","Mysteries of the Deep","Anastasia","Mysteries of the Deep","Anastasia","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1050","actors_82","0.0",,"1992-01-01T00:00","1932-01-01T00:00","1992-01-01T00:00","1932-01-01T00:00","0.0","0.0","The Mambo Kings","A Free Soul","The Mambo Kings","A Free Soul","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1050","actors_83","0.0",,"1992-01-01T00:00","1933-01-01T00:00","1992-01-01T00:00","1933-01-01T00:00","0.0","0.0","The Mambo Kings","Dr. Jekyll and Mr. Hyde","The Mambo Kings","Dr. Jekyll and Mr. Hyde","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1357","actors_9","0.175",,"1986-01-01T00:00","1937-01-01T00:00","1986-01-01T00:00","1937-01-01T00:00","0.0","0.0","The Assault","The Great Zeigfeld","The Assault","The Great Zeigfeld","0.25","0.25"
"LinearCombinationMatchingRule","academy_awards_2773","actors_28","0.11666666666666665",,"1959-01-01T00:00","1956-01-01T00:00","1959-01-01T00:00","1956-01-01T00:00","0.0","0.0","Mysteries of the Deep","The Rose Tattoo","Mysteries of the Deep","The Rose Tattoo","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","academy_awards_2588","actors_86","0.0",,"1962-01-01T00:00","1936-01-01T00:00","1962-01-01T00:00","1936-01-01T00:00","0.0","0.0","Alvorada (Brazil's Changing Face)","The Informer","Alvorada (Brazil's Changing Face)","The Informer","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_809","actors_101","0.0",,"1996-01-01T00:00","1951-01-01T00:00","1996-01-01T00:00","1951-01-01T00:00","0.0","0.0","Kolya","Cyrano de Bergerac","Kolya","Cyrano de Bergerac","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1168","actors_57","0.0",,"1989-01-01T00:00","1984-01-01T00:00","1989-01-01T00:00","1984-01-01T00:00","0.0","0.0","My Left Foot","Terms of Endearment","My Left Foot","Terms of Endearment","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4171","actors_58","0.09999999999999999",,"1938-01-01T00:00","1985-01-01T00:00","1938-01-01T00:00","1985-01-01T00:00","0.0","0.0","The Cowboy and the Lady","Places in the Heart","The Cowboy and the Lady","Places in the Heart","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_489","actors_34","0.0",,"2002-01-01T00:00","1962-01-01T00:00","2002-01-01T00:00","1962-01-01T00:00","0.0","0.0","Fait D'Hiver","Two Women","Fait D'Hiver","Two Women","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4171","actors_59","0.0",,"1938-01-01T00:00","1986-01-01T00:00","1938-01-01T00:00","1986-01-01T00:00","0.0","0.0","The Cowboy and the Lady","Trip to Bountiful","The Cowboy and the Lady","Trip to Bountiful","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1018","actors_38","0.0",,"1992-01-01T00:00","1966-01-01T00:00","1992-01-01T00:00","1966-01-01T00:00","0.0","0.0","Indochine","Darling","Indochine","Darling","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2564","actors_62","0.0",,"1962-01-01T00:00","1989-01-01T00:00","1962-01-01T00:00","1989-01-01T00:00","0.0","0.0","Divorce--Italian Style","The Accused","Divorce--Italian Style","The Accused","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_969","actors_138","0.0",,"1993-01-01T00:00","1991-01-01T00:00","1993-01-01T00:00","1991-01-01T00:00","0.0","0.0","Shadowlands","Reversal of Fortune","Shadowlands","Reversal of Fortune","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_708","actors_140","0.0",,"1998-01-01T00:00","1994-01-01T00:00","1998-01-01T00:00","1994-01-01T00:00","0.0","0.0","When Life Departs","Philadelphia","When Life Departs","Philadelphia","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_598","actors_15","0.0",,"2000-01-01T00:00","1943-01-01T00:00","2000-01-01T00:00","1943-01-01T00:00","0.0","0.0","Seraglio","Mrs. Miniver","Seraglio","Mrs. Miniver","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3338","actors_128","0.0",,"1949-01-01T00:00","1980-01-01T00:00","1949-01-01T00:00","1980-01-01T00:00","0.0","0.0","Canary Row","Kramer vs. Kramer","Canary Row","Kramer vs. Kramer","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3338","actors_129","0.0",,"1949-01-01T00:00","1981-01-01T00:00","1949-01-01T00:00","1981-01-01T00:00","0.0","0.0","Canary Row","Raging Bull","Canary Row","Raging Bull","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3485","actors_149","0.175",,"1946-01-01T00:00","2003-01-01T00:00","1946-01-01T00:00","2003-01-01T00:00","0.0","0.0","The Green Years","The Pianist","The Green Years","The Pianist","0.25","0.25"
"LinearCombinationMatchingRule","academy_awards_4007","actors_54","0.0",,"1941-01-01T00:00","1981-01-01T00:00","1941-01-01T00:00","1981-01-01T00:00","0.0","0.0","I Wanted Wings","Coal Miner�s Daughter","I Wanted Wings","Coal Miner�s Daughter","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3727","actors_90","0.0",,"1943-01-01T00:00","1940-01-01T00:00","1943-01-01T00:00","1940-01-01T00:00","0.0","0.0","This Is the Army","Goodbye, Mr. Chips","This Is the Army","Goodbye, Mr. Chips","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3734","actors_88","0.0",,"1943-01-01T00:00","1938-01-01T00:00","1943-01-01T00:00","1938-01-01T00:00","0.0","0.0","Baptism of Fire","Captains Courageous","Baptism of Fire","Captains Courageous","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3727","actors_91","0.11666666666666665",,"1943-01-01T00:00","1941-01-01T00:00","1943-01-01T00:00","1941-01-01T00:00","0.0","0.0","This Is the Army","The Philadelphia Story","This Is the Army","The Philadelphia Story","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","academy_awards_4151","actors_39","0.0",,"1938-01-01T00:00","1967-01-01T00:00","1938-01-01T00:00","1967-01-01T00:00","0.0","0.0","The Great Waltz","Who�s Afraid of Virginia Woolf","The Great Waltz","Who�s Afraid of Virginia Woolf","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1110","actors_26","0.0",,"1991-01-01T00:00","1954-01-01T00:00","1991-01-01T00:00","1954-01-01T00:00","0.0","0.0","Europa Europa","Roman Holiday","Europa Europa","Roman Holiday","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4151","actors_38","0.0",,"1938-01-01T00:00","1966-01-01T00:00","1938-01-01T00:00","1966-01-01T00:00","0.0","0.0","The Great Waltz","Darling","The Great Waltz","Darling","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2416","actors_43","0.0",,"1965-01-01T00:00","1970-01-01T00:00","1965-01-01T00:00","1970-01-01T00:00","0.0","0.0","Ouverture","The Prime of Miss Jean Brodie","Ouverture","The Prime of Miss Jean Brodie","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3446","actors_108","0.0",,"1947-01-01T00:00","1958-01-01T00:00","1947-01-01T00:00","1958-01-01T00:00","0.0","0.0","Odd Man Out","The Bridge On The River Kwai","Odd Man Out","The Bridge On The River Kwai","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4179","actors_98","0.0",,"1938-01-01T00:00","1948-01-01T00:00","1938-01-01T00:00","1948-01-01T00:00","0.0","0.0","Under Western Stars","A Double Life","Under Western Stars","A Double Life","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4179","actors_99","0.0",,"1938-01-01T00:00","1949-01-01T00:00","1938-01-01T00:00","1949-01-01T00:00","0.0","0.0","Under Western Stars","Hamlet","Under Western Stars","Hamlet","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3446","actors_109","0.0",,"1947-01-01T00:00","1959-01-01T00:00","1947-01-01T00:00","1959-01-01T00:00","0.0","0.0","Odd Man Out","Separate Tables","Odd Man Out","Separate Tables","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4030","actors_69","0.0",,"1940-01-01T00:00","1996-01-01T00:00","1940-01-01T00:00","1996-01-01T00:00","0.0","0.0","My Son, My Son!","Dead Man Walking","My Son, My Son!","Dead Man Walking","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4378","actors_29","0.0",,"1934-01-01T00:00","1957-01-01T00:00","1934-01-01T00:00","1957-01-01T00:00","0.0","0.0","Flirtation Walk","Anastasia","Flirtation Walk","Anastasia","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2541","actors_40","0.0",,"1963-01-01T00:00","1968-01-01T00:00","1963-01-01T00:00","1968-01-01T00:00","0.0","0.0","55 Days at Peking","Guess Who�s Coming to Dinner","55 Days at Peking","Guess Who�s Coming to Dinner","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2541","actors_41","0.0",,"1963-01-01T00:00","1969-01-01T00:00","1963-01-01T00:00","1969-01-01T00:00","0.0","0.0","55 Days at Peking","Funny Girl","55 Days at Peking","Funny Girl","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4378","actors_28","0.0",,"1934-01-01T00:00","1956-01-01T00:00","1934-01-01T00:00","1956-01-01T00:00","0.0","0.0","Flirtation Walk","The Rose Tattoo","Flirtation Walk","The Rose Tattoo","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1027","actors_68","0.0",,"1992-01-01T00:00","1995-01-01T00:00","1992-01-01T00:00","1995-01-01T00:00","0.0","0.0","Bram Stoker's Dracula","Blue Sky","Bram Stoker's Dracula","Blue Sky","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1027","actors_69","0.0",,"1992-01-01T00:00","1996-01-01T00:00","1992-01-01T00:00","1996-01-01T00:00","0.0","0.0","Bram Stoker's Dracula","Dead Man Walking","Bram Stoker's Dracula","Dead Man Walking","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_453","actors_21","0.0",,"2002-01-01T00:00","1949-01-01T00:00","2002-01-01T00:00","1949-01-01T00:00","0.0","0.0","The Hours","Johnny Belinda","The Hours","Johnny Belinda","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2680","actors_74","0.0",,"1960-01-01T00:00","2001-01-01T00:00","1960-01-01T00:00","2001-01-01T00:00","0.0","0.0","Exodus","Erin Brockovich","Exodus","Erin Brockovich","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2416","actors_42","0.0",,"1965-01-01T00:00","1969-01-01T00:00","1965-01-01T00:00","1969-01-01T00:00","0.0","0.0","Ouverture","The Lion in Winter","Ouverture","The Lion in Winter","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2329","actors_85","0.0",,"1967-01-01T00:00","1934-01-01T00:00","1967-01-01T00:00","1934-01-01T00:00","0.0","0.0","La Guerre Est Finie","The Private Life of Henry VIII","La Guerre Est Finie","The Private Life of Henry VIII","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1601","actors_125","0.0",,"1981-01-01T00:00","1975-01-01T00:00","1981-01-01T00:00","1975-01-01T00:00","0.0","0.0","Urge to Build","Harry and Tonto","Urge to Build","Harry and Tonto","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1136","actors_48","0.0",,"1990-01-01T00:00","1975-01-01T00:00","1990-01-01T00:00","1975-01-01T00:00","0.0","0.0","Waldo Salt: A Screenwriter's Journey","Alice Doesn�t live Here Anymor","Waldo Salt: A Screenwriter's Journey","Alice Doesn�t live Here Anymor","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_949","actors_113","0.0",,"1994-01-01T00:00","1963-01-01T00:00","1994-01-01T00:00","1963-01-01T00:00","0.0","0.0","Kangaroo Court","To Kill a Mockingbird","Kangaroo Court","To Kill a Mockingbird","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_139","actors_92","0.0",,"2008-01-01T00:00","1942-01-01T00:00","2008-01-01T00:00","1942-01-01T00:00","0.0","0.0","Encounters at the End of the World","Sergeant York","Encounters at the End of the World","Sergeant York","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_839","actors_135","0.0",,"1996-01-01T00:00","1988-01-01T00:00","1996-01-01T00:00","1988-01-01T00:00","0.0","0.0","Trainspotting","Wall Street","Trainspotting","Wall Street","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3082","actors_5","0.19999999999999998",,"1953-01-01T00:00","1933-01-01T00:00","1953-01-01T00:00","1933-01-01T00:00","0.0","0.0","The Conquest of Everest","The Sin of Madelon Claudet","The Conquest of Everest","The Sin of Madelon Claudet","0.2857142857142857","0.2857142857142857"
